network,snapshot_index,day,event_slot,method,peak_dc_penetration,outage,solver_success,maximum_apparent_line_loading,maximum_voltage_violation_pu,minimum_voltage_pu,maximum_nonreference_active_plan_deviation_mw,reference_generator_loss_recourse_mw,load_multiplier,data_center_power_factor,profile_scale_reference,payment_reference_penetration,payment_network_scale,dc_power_scale,validation_trace_peak_mw,schema_version
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,20,1,0.040944108250693854,0.0,1.0105213626307439,6.285176823439542e-10,1.9970325204423034,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,21,1,0.040972404503749726,0.0,1.0105192143104615,6.377131099444001e-10,0.21983070316844078,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,22,1,0.040936338328714204,0.0,1.0104923055610593,5.357670169991844e-10,2.2274174705224254,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,23,1,0.04097921957754773,0.0,1.0105086171202105,6.155265179981663e-10,0.15773211812427235,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,24,1,0.04098277687652521,0.0,1.0016434324716679,4.704712521138161e-10,-0.061611563742928865,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,25,1,0.040983443598496684,0.0,1.0105149007465701,6.339232605913434e-10,0.0077056091591316545,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,26,1,0.04099459847521812,0.0,1.0106180170186712,4.936943817200888e-10,0.19758132571558917,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,27,1,0.041000382095440824,0.0,1.0106960037885604,2.979827182393721e-10,0.8867753276865642,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,28,1,0.04100544016367195,0.0,1.008774945755504,9.305267667514272e-11,1.6596885544910265,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,29,1,0.04098880236543178,0.0,1.0100493753440765,7.759518891632683e-10,0.529607607037633,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,30,1,0.04104256423022881,0.0,1.009898523091979,1.7362822291033808e-09,6.089314286094748,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,31,1,0.04103400134672559,0.0,1.0101943100074597,1.0412577466922812e-09,-0.9523333455481406,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,32,1,0.04102858033711065,0.0,1.0106787685706682,1.6297576621582266e-09,8.121903789939552,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,33,1,0.04098856175597555,0.0,1.0105510010933412,5.857275783202598e-10,0.5474555449828244,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,34,1,0.04098608572374911,0.0,1.010529258472351,5.940964162169714e-10,0.07710046583576968,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,35,1,0.04108616612902051,0.0,1.0104020869005208,5.718447937397286e-11,11.61508793197686,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,36,1,0.04127228396607681,0.0,1.008495679964292,2.918580292604633e-10,2.0075275811110487,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,37,1,0.040843581829863994,0.0,0.9922089757645827,2.5352733246108983e-09,21.454549831725274,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,38,1,0.040949422102302194,0.0,1.0104318746180014,6.990761694873583e-10,0.5749469198698307,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,39,1,0.04097755834227945,0.0,1.010506567498065,6.159825521225427e-10,0.117374050566184,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,40,1,0.04098456626932363,0.0,1.0108018555238472,5.280045554475506e-10,1.5675705193760905,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,41,1,0.040985696745636735,0.0,1.0105439736015032,6.25521283699476e-10,0.03751474585385495,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,42,1,0.040983896074056406,0.0,1.010516257210514,6.033228845984603e-10,0.004119350813368783,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,43,1,0.040987190248932,0.0,1.0105357520785176,5.579578541017551e-10,-0.015735349459248482,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,44,1,0.040982961531446906,0.0,1.010522219318647,6.174873070850762e-10,0.06408804659560019,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,45,1,0.040988374495673524,0.0,1.0105304099142864,6.201894026514174e-10,0.005799639565111647,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,46,1,0.04097222483780879,0.0,1.0104890835923135,7.042732994553581e-10,0.3288794509513764,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,47,1,0.040975775539613825,0.0,1.0105090084485846,6.261325906351981e-10,0.4214024394306648,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,48,1,0.040979290567762526,0.0,1.0105146815568304,6.059612027902388e-10,0.08539777262814141,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,49,1,0.040918944615433044,0.0,1.0102410676882814,8.01164079444538e-10,1.9185012088884719,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,50,1,0.04097747961136141,0.0,0.9938774668075272,1.0999201549566351e-10,19.96410958932745,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,51,1,0.04096313170808648,0.0,1.0101806095664778,5.463538442633021e-10,1.4687730213744317,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,52,1,0.040977855837695094,0.0,1.0103830215760534,6.317679728920679e-10,0.7010770264555504,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,53,1,0.04101198983498812,0.0,0.9956094255668657,4.319531399232801e-10,0.8459142273517841,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,54,1,0.040984972497837766,0.0,1.0104758692390043,5.284808104269467e-10,0.20817448339073508,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,55,1,0.04097534260695834,0.0,1.0103838431913201,4.996653087775894e-10,0.39241426261258994,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,56,1,0.04098346112594984,0.0,1.0106423280804337,6.26850237568424e-10,-0.015654061670716146,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,57,1,0.04098535217592875,0.0,1.010691396522784,6.45963765672484e-10,0.12894152585965912,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,58,1,0.04098135353528378,0.0,1.0108976558978595,9.515186207516616e-10,-0.4739351243758847,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,59,1,0.040969735163467566,0.0,0.9956528603541491,5.851240207551409e-10,0.2171951403730077,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,60,1,0.0409767646204457,0.0,1.0111515542897083,1.0254062455892766e-09,-0.1981402855790293,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,61,1,0.04098777161552377,0.0,1.0104432927926263,4.299241765950935e-10,1.0180751154161953,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,62,1,0.04098496885407306,0.0,1.0104834087991315,5.390751309426213e-10,0.48000261932781996,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,63,1,0.040984060011492136,0.0,1.0104676823601817,5.861458421257406e-10,0.18510399339629657,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,64,1,0.04098305207124671,0.0,1.0100741473692685,4.4901993248594126e-10,0.3024562995593101,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,65,1,0.04099016670897439,0.0,1.0108112959395623,5.184396034524331e-10,1.7082329500281048,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,66,1,0.04099016670897439,0.0,1.0108112959395623,5.184396034524331e-10,1.7082329500281048,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,67,1,0.04098701301830721,0.0,1.0103885674182116,4.598185583920382e-10,1.3514621759813394,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,68,1,0.040984316033257216,0.0,1.0102212278191438,4.193621635457186e-10,1.1036502568734932,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,69,1,0.04098088347938117,0.0,1.0078694659229734,4.1698664411564184e-10,1.67335436068862,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,70,1,0.04098051352424071,0.0,1.0022154071791318,3.9653320835152345e-10,2.0370411137600968,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,71,1,0.0409822636502812,0.0,0.9974426690268574,6.470703179324485e-10,0.5144473164039027,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,72,1,0.04098356480726062,0.0,1.010504999319098,6.131808552004605e-10,0.019461258030958106,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,73,1,0.040983121760995146,0.0,0.9758916919678714,3.2061694825344074e-10,0.48245251928591415,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,74,1,0.040981257619843635,0.0,1.0101296590610833,4.2538689993651033e-10,0.9692105298298657,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,75,1,0.04098170299359634,0.0,1.010219244648864,4.786044202047138e-10,0.7624693595010967,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,76,1,0.04098360979437043,0.0,1.0105145000363374,6.028055276044908e-10,0.0061348072912323914,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,77,1,0.04098348296181415,0.0,1.010486318525754,6.023401913575114e-10,0.06355897859936022,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,78,1,0.04098365796746506,0.0,1.0105262947454612,6.189005871717044e-10,-0.0260286107887282,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,79,1,0.040982888345050116,0.0,1.0104945919201656,6.542187605131875e-10,0.07438071571561977,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,80,1,0.0409822498119846,0.0,1.0103297683512444,5.813952389302073e-10,0.5230416111519389,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,81,1,0.040983775930929056,0.0,1.010528468291592,5.754445034407153e-10,-0.009830457143038984,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,82,1,0.04098362680741442,0.0,1.0105072536734945,5.945118878020585e-10,0.048998330054701,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,83,1,0.04098378322878958,0.0,1.0103382287200344,5.262477629499555e-10,0.8883535811394268,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,84,1,0.04098354579361245,0.0,1.0103790615310857,5.205420387166201e-10,0.5928908560611603,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,85,1,0.04098352747924642,0.0,1.0103731506390556,5.174624086970621e-10,0.6117329388522421,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,86,1,0.04098365758702099,0.0,1.0102786513336393,4.729167935163932e-10,1.0957275491810492,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,87,1,0.04098329801360376,0.0,1.0106531167044563,6.63365577831303e-10,0.11455024000736103,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,88,1,0.040983235855235466,0.0,1.0106191783951943,6.302140557967685e-10,0.22570939994005812,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,89,1,0.040983203057990754,0.0,1.0103285747493789,3.0591434570451516e-10,1.3013028827859898,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,90,1,0.04098366230558826,0.0,1.0106036120508162,6.479285249942472e-10,-0.016544532837201587,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,91,1,0.04098371129418697,0.0,1.0107321236251627,6.558020729094453e-10,0.13859143533591123,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,92,1,0.040981313795344955,0.0,1.0080299910403638,7.725020623183809e-11,6.5321144784977605,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,93,1,0.04098088077318045,0.0,0.9909819796316924,3.403813417613506e-10,6.485317261483317,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,94,1,0.040981732386429874,0.0,1.0094614359081049,4.5894305631675504e-10,-0.09709989992205692,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,95,1,0.04094386509066163,0.0,0.9989537989006838,3.723243935382925e-11,19.799644517040008,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,96,1,0.0409804293571089,0.0,1.005079387369103,1.167565716756803e-09,9.785314922167231,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,97,1,0.040985392469153864,0.0,1.0101760655244354,9.139104301403989e-10,2.0862298596507003,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,98,1,0.040985392469153864,0.0,1.0101760655244354,9.139104301403989e-10,2.0862298596507003,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,99,1,0.0409833361633241,0.0,1.010308581361468,5.121341640512315e-10,0.31124924647701846,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,100,1,0.04098260843507107,0.0,1.0102824104704116,1.0195812935319165e-09,0.06746951285924752,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,101,1,0.040987508430607604,0.0,1.0127162098523688,2.1902337721257936e-09,-0.0865738518198782,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,102,1,0.040982354972119044,0.0,1.0096280449442994,2.955779754661896e-10,0.8236175586034165,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,103,1,0.04097748611658181,0.0,1.0066247501648011,1.2686314221355133e-09,-1.4215639047665718,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,104,1,0.04098432266639875,0.0,1.0105688517434561,2.9874441336596763e-10,0.5041900721165575,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,105,1,0.04098355913555679,0.0,1.0104818523756558,4.0018550806493307e-10,0.06147095451279938,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,106,1,0.04098859198281296,0.0,1.0091615971072254,2.2214408090803772e-10,4.866480282705538,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,107,1,0.04097912428259893,0.0,1.0020340135496881,2.162892087653745e-10,6.325631241598899,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,108,1,0.040983246250880664,0.0,1.0105153510681777,6.192339422413947e-10,-0.04030750157562579,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,109,1,0.04098065309491867,0.0,1.0105571222887948,7.228561060237026e-10,-0.08474043659623476,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,110,1,0.040983329087558876,0.0,1.010414753716789,6.061595564867166e-10,0.08451225324125744,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,111,1,0.04098164923595977,0.0,1.0105091313757875,6.280119402435341e-10,-0.09940136184764015,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,113,1,0.04098387109856547,0.0,1.0089921780614377,8.206431135783103e-10,0.41740399854404586,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,114,1,0.040983603347670323,0.0,1.0096891736396014,7.656448488332636e-10,0.06606077457126958,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,115,1,0.04097930866770662,0.0,0.9977470474565058,1.2602894698184069e-09,4.385413000471544,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,116,1,0.04098103403832141,0.0,1.0095966225886635,4.4650282131231274e-10,1.1412487254718258,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,117,1,0.040980173943894034,0.0,0.9690467684786686,1.5073416334554501e-09,3.189326101986012,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,118,1,0.04098405993889448,0.0,1.0105662757702703,9.32230183437358e-10,1.2533534273250098,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,119,1,0.04098274827089403,0.0,1.0087514754517295,5.793715343671102e-10,0.7012407648109615,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,5,114,71,Trace-Anchored Reference,0.09,120,1,0.04098379772110386,0.0,1.010515791609344,6.866684998385608e-11,0.40232478958421325,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
